"subject" "activity"
"5515" 0.27784935 NA
"5516" 0.27785117 NA
"5517" 0.2778551 NA
"5518" 0.27785668 NA
"5519" 0.27785866 NA
"5520" 0.27785894 NA
"5521" 0.27786314 NA
"5522" 0.27786818 NA
"5523" 0.27786886 "STANDING"
"5524" 0.27787396 NA
"5525" 0.27787675 NA
"5526" 0.2778773 NA
"5527" 0.27787759 NA
"5528" 0.2778795 "LAYING"
"5529" 0.27788045 "WALKING_DOWNSTAIRS"
"5530" 0.27788523 NA
"5531" 0.27788615 NA
"5532" 0.27788663 NA
"5533" 0.27788779 NA
"5534" 0.27789082 NA
"5535" 0.27789328 NA
"5536" 0.27789387 NA
"5537" 0.27789404 NA
"5538" 0.27789645 NA
"5539" 0.2778969 NA
"5540" 0.27789697 "WALKING_DOWNSTAIRS"
"5541" 0.27789993 NA
"5542" 0.27790054 NA
"5543" 0.27790128 NA
"5544" 0.27790186 NA
"5545" 0.27790605 NA
"5546" 0.27790646 "WALKING"
"5547" 0.27790904 NA
"5548" 0.27790918 NA
"5549" 0.27790937 NA
"5550" 0.27791044 NA
"5551" 0.27791364 NA
"5552" 0.27791534 NA
"5553" 0.27791609 NA
"5554" 0.27792071 NA
"5555" 0.27792121 "WALKING_UPSTAIRS"
"5556" 0.27792362 NA
"5557" 0.27792363 NA
"5558" 0.27792509 NA
"5559" 0.27792867 "STANDING"
"5560" 0.27792918 NA
"5561" 0.27793646 NA
"5562" 0.27793665 NA
"5563" 0.27793725 NA
"5564" 0.27794403 NA
"5565" 0.27794718 NA
"5566" 0.2779478 NA
"5567" 0.27794935 NA
"5568" 0.27795186 NA
"5569" 0.27795294 NA
"5570" 0.27795309 NA
"5571" 0.27795464 NA
"5572" 0.27795738 "STANDING"
"5573" 0.27795913 NA
"5574" 0.27796088 NA
"5575" 0.27796276 "WALKING"
"5576" 0.27796346 NA
"5577" 0.27796537 NA
"5578" 0.2779664 NA
"5579" 0.27796689 "SITTING"
"5580" 0.27797071 NA
"5581" 0.27797192 NA
"5582" 0.2779731 NA
"5583" 0.27797458 NA
"5584" 0.27797555 NA
"5585" 0.27797808 NA
"5586" 0.27797958 NA
"5587" 0.27798022 NA
"5588" 0.2779806 NA
"5589" 0.27798303 NA
"5590" 0.27798405 "WALKING"
"5591" 0.27798524 NA
"5592" 0.2779879 NA
"5593" 0.2779903 NA
"5594" 0.27799095 NA
"5595" 0.27799105 NA
"5596" 0.27799337 NA
"5597" 0.27799381 "SITTING"
"5598" 0.27799455 NA
"5599" 0.27799466 NA
"5600" 0.27799739 "SITTING"
"5601" 0.27799745 NA
"5602" 0.27799997 NA
"5603" 0.27800654 "WALKING"
"5604" 0.27800726 NA
"5605" 0.27801052 NA
"5606" 0.27801422 NA
"5607" 0.27801747 NA
"5608" 0.27801893 NA
"5609" 0.27801964 NA
"5610" 0.27802241 NA
"5611" 0.27802325 NA
"5612" 0.27802477 "WALKING_DOWNSTAIRS"
"5613" 0.27802502 "STANDING"
"5614" 0.27802531 NA
"5615" 0.27802603 NA
"5616" 0.27802772 NA
"5617" 0.27802878 NA
"5618" 0.27802904 NA
"5619" 0.27802932 NA
"5620" 0.27803294 "STANDING"
"5621" 0.27803348 NA
"5622" 0.27803411 "LAYING"
"5623" 0.27803438 NA
"5624" 0.27803496 NA
"5625" 0.27803836 NA
"5626" 0.27803976 NA
"5627" 0.27804002 NA
"5628" 0.27804236 NA
"5629" 0.27804255 NA
"5630" 0.27804433 NA
"5631" 0.27804531 NA
"5632" 0.27804665 "WALKING_UPSTAIRS"
"5633" 0.27804871 NA
"5634" 0.27805019 "SITTING"
"5635" 0.27805426 NA
"5636" 0.27805446 NA
"5637" 0.27805474 NA
"5638" 0.27805704 NA
"5639" 0.27806256 NA
"5640" 0.27806382 "SITTING"
"5641" 0.27806557 NA
"5642" 0.27806573 NA
"5643" 0.27806926 "LAYING"
"5644" 0.27806998 NA
"5645" 0.27807082 "WALKING_DOWNSTAIRS"
"5646" 0.27807387 NA
"5647" 0.27807579 NA
"5648" 0.27808109 NA
"5649" 0.27808522 NA
"5650" 0.27808571 NA
"5651" 0.27808801 NA
"5652" 0.27808866 NA
"5653" 0.27809365 NA
"5654" 0.27809743 NA
"5655" 0.2780988 NA
"5656" 0.27810087 NA
"5657" 0.27810979 NA
"5658" 0.27811055 NA
"5659" 0.27811096 NA
"5660" 0.27811098 "WALKING_UPSTAIRS"
"5661" 0.27811117 NA
"5662" 0.27811232 NA
"5663" 0.27811293 NA
"5664" 0.27811313 NA
"5665" 0.27811558 "LAYING"
"5666" 0.27811857 NA
"5667" 0.27812334 "WALKING"
"5668" 0.27812448 NA
"5669" 0.27812467 NA
"5670" 0.2781328 NA
"5671" 0.27813481 NA
"5672" 0.2781359 NA
"5673" 0.27813617 NA
"5674" 0.27813823 NA
"5675" 0.27813935 NA
"5676" 0.27814006 NA
"5677" 0.27814281 NA
"5678" 0.27814462 NA
"5679" 0.27814928 NA
"5680" 0.27815058 NA
"5681" 0.27815467 NA
"5682" 0.27815559 NA
"5683" 0.27815957 NA
"5684" 0.27815992 "WALKING_UPSTAIRS"
"5685" 0.27816041 NA
"5686" 0.27816319 NA
"5687" 0.27816503 "WALKING_UPSTAIRS"
"5688" 0.27816633 NA
"5689" 0.27817115 NA
"5690" 0.2781722 NA
"5691" 0.27817458 NA
"5692" 0.27817613 NA
"5693" 0.27817755 NA
"5694" 0.27817903 NA
"5695" 0.27819517 NA
"5696" 0.2781971 NA
"5697" 0.27819956 NA
"5698" 0.2781996 NA
"5699" 0.27820305 NA
"5700" 0.27820364 NA
"5701" 0.27820536 NA
"5702" 0.27820615 NA
"5703" 0.27820869 "STANDING"
"5704" 0.27821041 NA
"5705" 0.27821092 NA
"5706" 0.27821235 NA
"5707" 0.27821321 NA
"5708" 0.27821668 NA
"5709" 0.27821857 NA
"5710" 0.27821911 "SITTING"
"5711" 0.27822205 NA
"5712" 0.27822259 NA
"5713" 0.27822455 "WALKING_UPSTAIRS"
"5714" 0.27823147 NA
"5715" 0.27823468 NA
"5716" 0.278236 NA
"5717" 0.27823674 NA
"5718" 0.27823753 NA
"5719" 0.27823854 NA
"5720" 0.27824041 NA
"5721" 0.27824475 "WALKING_DOWNSTAIRS"
"5722" 0.27824874 NA
"5723" 0.27824937 NA
"5724" 0.27825064 "SITTING"
"5725" 0.27825154 NA
"5726" 0.27825319 NA
"5727" 0.27825441 NA
"5728" 0.27825509 NA
"5729" 0.27825611 NA
"5730" 0.27825623 "LAYING"
"5731" 0.27825684 "SITTING"
"5732" 0.27825744 NA
"5733" 0.27825882 NA
"5734" 0.27825931 NA
"5735" 0.2782633 NA
"5736" 0.27826465 NA
"5737" 0.27826652 NA
"5738" 0.27826892 "WALKING_DOWNSTAIRS"
"5739" 0.27827344 NA
"5740" 0.27827448 NA
"5741" 0.27827917 NA
"5742" 0.27828022 NA
"5743" 0.27828144 NA
"5744" 0.2782825 NA
"5745" 0.27828644 NA
"5746" 0.27828741 NA
"5747" 0.27828746 NA
"5748" 0.27828883 NA
"5749" 0.2782907 "WALKING_UPSTAIRS"
"5750" 0.27829309 "LAYING"
"5751" 0.27829459 "LAYING"
"5752" 0.27829493 "WALKING_UPSTAIRS"
"5753" 0.27829707 NA
"5754" 0.27829783 NA
"5755" 0.27829848 NA
"5756" 0.27829968 NA
"5757" 0.27829992 NA
"5758" 0.27830106 NA
"5759" 0.27830269 NA
"5760" 0.27830391 NA
"5761" 0.27830634 NA
"5762" 0.27830713 "LAYING"
"5763" 0.27830913 NA
"5764" 0.27830932 NA
"5765" 0.27830975 "LAYING"
"5766" 0.27830997 NA
"5767" 0.2783136 NA
"5768" 0.27831632 "WALKING"
"5769" 0.27831766 NA
"5770" 0.27831789 "SITTING"
"5771" 0.27831789 NA
"5772" 0.27832059 "WALKING_DOWNSTAIRS"
"5773" 0.27832066 NA
"5774" 0.27832432 NA
"5775" 0.27832449 NA
"5776" 0.2783249 NA
"5777" 0.27832678 "WALKING"
"5778" 0.27832688 NA
"5779" 0.2783294 NA
"5780" 0.27832977 NA
"5781" 0.2783322 NA
"5782" 0.27833499 NA
"5783" 0.27833625 NA
"5784" 0.27833697 NA
"5785" 0.27833845 NA
"5786" 0.2783386 NA
"5787" 0.27834237 NA
"5788" 0.27835012 NA
"5789" 0.27835122 NA
"5790" 0.27835234 NA
"5791" 0.27835424 NA
"5792" 0.27835449 NA
"5793" 0.27836107 NA
"5794" 0.2783618 "WALKING_DOWNSTAIRS"
"5795" 0.27836431 NA
"5796" 0.27837225 NA
"5797" 0.27837321 "WALKING"
"5798" 0.27837464 NA
"5799" 0.27837541 NA
"5800" 0.27837838 NA
"5801" 0.27838495 "WALKING_DOWNSTAIRS"
"5802" 0.2783868 NA
"5803" 0.27838905 NA
"5804" 0.27839248 NA
"5805" 0.27839415 "WALKING"
"5806" 0.27839752 NA
"5807" 0.27839931 NA
"5808" 0.27840321 NA
"5809" 0.2784055 NA
"5810" 0.27840652 NA
"5811" 0.27840685 NA
"5812" 0.27840853 NA
"5813" 0.27841115 NA
"5814" 0.27841183 NA
"5815" 0.27841389 NA
"5816" 0.27841439 NA
"5817" 0.27841812 NA
"5818" 0.27841883 "WALKING"
"5819" 0.27841979 NA
"5820" 0.27842291 NA
"5821" 0.278426 "WALKING"
"5822" 0.27842727 NA
"5823" 0.27843225 "WALKING"
"5824" 0.27843243 NA
"5825" 0.27843273 NA
"5826" 0.27843708 NA
"5827" 0.27844563 NA
"5828" 0.27844805 NA
"5829" 0.2784505 NA
"5830" 0.27845115 NA
"5831" 0.278457 "WALKING"
"5832" 0.27845826 NA
"5833" 0.2784596 "WALKING"
"5834" 0.27846434 NA
"5835" 0.27846486 NA
"5836" 0.27846527 NA
"5837" 0.27846685 NA
"5838" 0.2784703 NA
"5839" 0.2784715 NA
"5840" 0.27847171 NA
"5841" 0.27847388 NA
"5842" 0.27847526 NA
"5843" 0.27847648 NA
"5844" 0.27847815 NA
"5845" 0.27848293 NA
"5846" 0.27848423 NA
"5847" 0.27848792 "WALKING_UPSTAIRS"
"5848" 0.27848881 NA
"5849" 0.2784893 NA
"5850" 0.27849184 NA
"5851" 0.27849569 NA
"5852" 0.27849608 NA
"5853" 0.27849819 NA
"5854" 0.27850294 NA
"5855" 0.27850344 NA
"5856" 0.27850625 NA
"5857" 0.27851437 NA
"5858" 0.27851535 NA
"5859" 0.27851558 NA
"5860" 0.27851605 NA
"5861" 0.27851646 NA
"5862" 0.27851809 NA
"5863" 0.27851827 "WALKING_DOWNSTAIRS"
"5864" 0.27851973 NA
"5865" 0.27852188 NA
"5866" 0.27852462 NA
"5867" 0.27852488 NA
"5868" 0.27852595 NA
"5869" 0.27852672 NA
"5870" 0.27852851 NA
"5871" 0.27853082 NA
"5872" 0.278532 NA
"5873" 0.27853273 NA
"5874" 0.27853306 "LAYING"
"5875" 0.27853446 NA
"5876" 0.27853812 "WALKING"
"5877" 0.27853922 NA
"5878" 0.27853931 NA
"5879" 0.27854411 NA
"5880" 0.27854618 "WALKING_DOWNSTAIRS"
"5881" 0.27855203 NA
"5882" 0.27855783 NA
"5883" 0.27855861 NA
"5884" 0.27855954 NA
"5885" 0.2785596 NA
"5886" 0.27856116 NA
"5887" 0.2785622 NA
"5888" 0.27856251 NA
"5889" 0.27856304 NA
"5890" 0.27856499 NA
"5891" 0.27856919 NA
"5892" 0.27857015 NA
"5893" 0.27857081 NA
"5894" 0.27857377 NA
"5895" 0.27857421 NA
"5896" 0.27857563 NA
"5897" 0.27857697 "STANDING"
"5898" 0.27857883 NA
"5899" 0.27858334 NA
"5900" 0.27858558 NA
"5901" 0.27858677 NA
"5902" 0.27858727 NA
"5903" 0.27858771 NA
"5904" 0.27858922 NA
"5905" 0.27859135 NA
"5906" 0.27859164 NA
"5907" 0.27859589 "WALKING_UPSTAIRS"
"5908" 0.27859683 NA
"5909" 0.2785969 NA
"5910" 0.27859895 NA
"5911" 0.2785991 "WALKING"
"5912" 0.2786005 NA
"5913" 0.27860368 NA
"5914" 0.27860449 NA
"5915" 0.27860714 "WALKING_UPSTAIRS"
"5916" 0.27860862 NA
"5917" 0.27861114 NA
"5918" 0.27861241 "SITTING"
"5919" 0.27861446 NA
"5920" 0.27861694 NA
"5921" 0.27861767 "STANDING"
"5922" 0.27861789 NA
"5923" 0.2786206 NA
"5924" 0.27862115 NA
"5925" 0.27862149 NA
"5926" 0.27862796 NA
"5927" 0.27863044 NA
"5928" 0.27863245 NA
"5929" 0.27863912 NA
"5930" 0.27864298 NA
"5931" 0.27864378 "WALKING_DOWNSTAIRS"
"5932" 0.27864546 NA
"5933" 0.27864645 NA
"5934" 0.27864784 NA
"5935" 0.27864816 NA
"5936" 0.27865057 NA
"5937" 0.27865679 NA
"5938" 0.27865797 NA
"5939" 0.27865799 NA
"5940" 0.27866474 "STANDING"
"5941" 0.27866589 NA
"5942" 0.27866687 "WALKING"
"5943" 0.27866697 NA
"5944" 0.27866843 NA
"5945" 0.27866895 NA
"5946" 0.27867136 NA
"5947" 0.27867168 NA
"5948" 0.27867619 NA
"5949" 0.27867844 "LAYING"
"5950" 0.27867881 NA
"5951" 0.27867898 "WALKING_DOWNSTAIRS"
"5952" 0.27868574 NA
"5953" 0.27868677 NA
"5954" 0.2786911 NA
"5955" 0.27869543 "WALKING_UPSTAIRS"
"5956" 0.27869596 NA
"5957" 0.27869615 NA
"5958" 0.27869661 "SITTING"
"5959" 0.27869959 NA
"5960" 0.27870455 "STANDING"
"5961" 0.2787075 NA
"5962" 0.27870931 NA
"5963" 0.27871074 "WALKING_UPSTAIRS"
"5964" 0.27871331 NA
"5965" 0.27871425 NA
"5966" 0.27871629 NA
"5967" 0.27871775 NA
"5968" 0.27871823 NA
"5969" 0.2787184 NA
"5970" 0.27871881 NA
"5971" 0.27872042 "WALKING"
"5972" 0.27872068 NA
"5973" 0.27872521 NA
"5974" 0.27872577 "SITTING"
"5975" 0.27872963 NA
"5976" 0.27872966 NA
"5977" 0.27873079 "LAYING"
"5978" 0.27873199 "WALKING"
"5979" 0.27873496 NA
"5980" 0.27873646 NA
"5981" 0.27873663 "WALKING_UPSTAIRS"
"5982" 0.27874304 NA
"5983" 0.27874444 NA
"5984" 0.278746 NA
"5985" 0.27874754 NA
"5986" 0.27874928 NA
"5987" 0.27874948 NA
"5988" 0.27874975 NA
"5989" 0.27875071 NA
"5990" 0.27875098 NA
"5991" 0.27875389 NA
"5992" 0.27875528 NA
"5993" 0.27876023 "STANDING"
"5994" 0.27877798 NA
"5995" 0.2787798 NA
"5996" 0.27877993 NA
"5997" 0.27878243 NA
"5998" 0.27878256 NA
"5999" 0.2787874 NA
"6000" 0.27879028 NA
"6001" 0.27879069 NA
"6002" 0.27879214 NA
"6003" 0.2787927 NA
"6004" 0.27879311 NA
"6005" 0.27879472 NA
"6006" 0.27879515 NA
"6007" 0.27879522 NA
"6008" 0.27879965 NA
"6009" 0.27879967 "WALKING_UPSTAIRS"
"6010" 0.27880072 NA
"6011" 0.27880166 NA
"6012" 0.27880376 NA
"6013" 0.27880448 "STANDING"
"6014" 0.27880935 NA
"6015" 0.27881018 NA
"6016" 0.27881268 NA
"6017" 0.27881482 NA
"6018" 0.27881826 NA
"6019" 0.2788201 NA
"6020" 0.27882271 NA
"6021" 0.27882341 NA
"6022" 0.27882424 NA
"6023" 0.27882487 NA
"6024" 0.27882544 "WALKING_DOWNSTAIRS"
"6025" 0.27882795 NA
"6026" 0.27882845 NA
"6027" 0.27884544 NA
"6028" 0.27884582 NA
"6029" 0.27884641 NA
"6030" 0.27884778 NA
"6031" 0.27884783 "WALKING"
"6032" 0.27884983 NA
"6033" 0.27885089 "WALKING"
"6034" 0.27885111 NA
"6035" 0.27885311 NA
"6036" 0.27885312 "SITTING"
"6037" 0.27885368 NA
"6038" 0.27885416 NA
"6039" 0.27885819 NA
"6040" 0.27885965 "LAYING"
"6041" 0.2788613 NA
"6042" 0.27887219 NA
"6043" 0.2788724 NA
"6044" 0.27887259 NA
"6045" 0.27887372 NA
"6046" 0.27887714 NA
"6047" 0.2788784 NA
"6048" 0.27888596 NA
"6049" 0.27888651 NA
"6050" 0.27889056 NA
"6051" 0.27889154 NA
"6052" 0.27889218 NA
"6053" 0.27889268 NA
"6054" 0.27889394 NA
"6055" 0.27889486 "WALKING_DOWNSTAIRS"
"6056" 0.27889634 NA
"6057" 0.27889651 NA
"6058" 0.27889654 NA
"6059" 0.27890107 NA
"6060" 0.27890115 "WALKING"
"6061" 0.27890216 NA
"6062" 0.27890252 NA
"6063" 0.2789072 NA
"6064" 0.27890845 NA
"6065" 0.27890851 NA
"6066" 0.27891001 NA
"6067" 0.27891706 NA
"6068" 0.27891846 NA
"6069" 0.27891961 NA
"6070" 0.2789204 "LAYING"
"6071" 0.2789204 NA
"6072" 0.27892199 NA
"6073" 0.27892391 NA
"6074" 0.27892952 NA
"6075" 0.27893018 NA
"6076" 0.27893183 NA
"6077" 0.2789334 NA
"6078" 0.27893483 NA
"6079" 0.27894142 NA
"6080" 0.27894599 NA
"6081" 0.2789493 NA
"6082" 0.27895577 NA
"6083" 0.27895957 NA
"6084" 0.27896413 NA
"6085" 0.27896431 NA
"6086" 0.27896444 NA
"6087" 0.27896492 NA
"6088" 0.27896786 NA
"6089" 0.2789698 NA
"6090" 0.27897271 NA
"6091" 0.27897305 NA
"6092" 0.27897343 NA
"6093" 0.27897416 NA
"6094" 0.27898089 NA
"6095" 0.27898386 NA
"6096" 0.27898715 NA
"6097" 0.27898813 NA
"6098" 0.27899267 "WALKING"
"6099" 0.27899819 NA
"6100" 0.27900099 NA
"6101" 0.27900267 NA
"6102" 0.27900791 "STANDING"
"6103" 0.27901117 NA
"6104" 0.27901649 "LAYING"
"6105" 0.27901776 NA
"6106" 0.27901789 "SITTING"
"6107" 0.27901845 "LAYING"
"6108" 0.27902435 NA
"6109" 0.27902457 NA
"6110" 0.27902986 NA
"6111" 0.27903118 NA
"6112" 0.27903149 "STANDING"
"6113" 0.27903686 "WALKING"
"6114" 0.27903836 "WALKING"
"6115" 0.27904064 NA
"6116" 0.27904261 NA
"6117" 0.27905615 "WALKING"
"6118" 0.27905769 NA
"6119" 0.27906023 NA
"6120" 0.27906071 NA
"6121" 0.27906992 NA
"6122" 0.27907113 NA
"6123" 0.2790715 NA
"6124" 0.27907242 "WALKING_DOWNSTAIRS"
"6125" 0.27907616 NA
"6126" 0.27907627 NA
"6127" 0.27908529 NA
"6128" 0.27908612 NA
"6129" 0.2790872 "WALKING"
"6130" 0.27908797 NA
"6131" 0.27909292 NA
"6132" 0.27909705 NA
"6133" 0.2791029 "LAYING"
"6134" 0.27910501 NA
"6135" 0.27910603 NA
"6136" 0.27910777 NA
"6137" 0.2791094 "STANDING"
"6138" 0.27911021 NA
"6139" 0.27911103 "WALKING_UPSTAIRS"
"6140" 0.27911116 NA
"6141" 0.27911274 NA
"6142" 0.27911531 NA
"6143" 0.27911893 NA
"6144" 0.27912679 NA
"6145" 0.27912738 NA
"6146" 0.27913289 NA
"6147" 0.27914255 NA
"6148" 0.27914359 NA
"6149" 0.2791469 NA
"6150" 0.27915 NA
"6151" 0.27915071 NA
"6152" 0.27915178 "WALKING_UPSTAIRS"
"6153" 0.279153 "LAYING"
"6154" 0.27915454 NA
"6155" 0.27915504 NA
"6156" 0.27915732 NA
"6157" 0.27915926 NA
"6158" 0.2791638 NA
"6159" 0.27916441 NA
"6160" 0.27916702 NA
"6161" 0.27917307 NA
"6162" 0.27917394 "WALKING"
"6163" 0.27917441 NA
"6164" 0.27917735 NA
"6165" 0.27918066 NA
"6166" 0.27918238 NA
"6167" 0.27918273 "WALKING"
"6168" 0.2791863 NA
"6169" 0.27919025 NA
"6170" 0.27919461 NA
"6171" 0.27919596 NA
"6172" 0.27919755 NA
"6173" 0.27919834 NA
"6174" 0.27919971 NA
"6175" 0.2792002 "WALKING"
"6176" 0.27920345 "WALKING"
"6177" 0.27920685 NA
"6178" 0.27921058 NA
"6179" 0.27921137 NA
"6180" 0.27921296 NA
"6181" 0.27921332 NA
"6182" 0.2792147 NA
"6183" 0.27921499 NA
"6184" 0.27921587 NA
"6185" 0.27921995 "WALKING_UPSTAIRS"
"6186" 0.27922138 NA
"6187" 0.27922246 "LAYING"
"6188" 0.27922531 NA
"6189" 0.27922671 NA
"6190" 0.27922977 NA
"6191" 0.27923251 NA
"6192" 0.27923502 NA
"6193" 0.27923687 "LAYING"
"6194" 0.2792417 "WALKING"
"6195" 0.27924355 NA
"6196" 0.27924464 NA
"6197" 0.27924636 "SITTING"
"6198" 0.27925289 NA
"6199" 0.27925474 "WALKING_UPSTAIRS"
"6200" 0.27925576 NA
"6201" 0.27925753 NA
"6202" 0.27925948 NA
"6203" 0.27926001 NA
"6204" 0.27926026 NA
"6205" 0.27926115 NA
"6206" 0.27926262 NA
"6207" 0.27926747 NA
"6208" 0.27926897 NA
"6209" 0.2792704 NA
"6210" 0.27927099 NA
"6211" 0.2792724 NA
"6212" 0.27927691 NA
"6213" 0.27928346 NA
"6214" 0.27928444 NA
"6215" 0.27929197 NA
"6216" 0.2792925 NA
"6217" 0.27929258 "LAYING"
"6218" 0.27929471 NA
"6219" 0.27929513 NA
"6220" 0.27929709 NA
"6221" 0.27930326 "WALKING"
"6222" 0.27930372 NA
"6223" 0.27930705 NA
"6224" 0.2793114 NA
"6225" 0.27931196 NA
"6226" 0.27931286 "STANDING"
"6227" 0.27931694 NA
"6228" 0.27931922 NA
"6229" 0.27932059 NA
"6230" 0.27932242 NA
"6231" 0.2793266 NA
"6232" 0.2793297 NA
"6233" 0.27932983 NA
"6234" 0.27933192 "STANDING"
"6235" 0.27933263 NA
"6236" 0.27933401 NA
"6237" 0.27933456 NA
"6238" 0.27933494 NA
"6239" 0.27933576 NA
"6240" 0.27933779 NA
"6241" 0.27933873 "WALKING_UPSTAIRS"
"6242" 0.27934767 NA
"6243" 0.27935397 NA
"6244" 0.2793566 NA
"6245" 0.2793602 NA
"6246" 0.27936049 NA
"6247" 0.27936261 NA
"6248" 0.27937115 "WALKING"
"6249" 0.27937872 NA
"6250" 0.27937936 NA
"6251" 0.27937969 NA
"6252" 0.27937984 NA
"6253" 0.27938002 "WALKING"
"6254" 0.2793801 NA
"6255" 0.27938102 NA
"6256" 0.27938938 NA
"6257" 0.27939111 NA
"6258" 0.27939325 NA
"6259" 0.27939393 NA
"6260" 0.27939654 NA
"6261" 0.27939952 NA
"6262" 0.2794038 NA
"6263" 0.27940635 NA
"6264" 0.27940704 NA
"6265" 0.27940776 NA
"6266" 0.2794083 "STANDING"
"6267" 0.27940903 NA
"6268" 0.27940989 NA
"6269" 0.27941259 "WALKING_UPSTAIRS"
"6270" 0.27941555 NA
"6271" 0.27942044 NA
"6272" 0.27942081 NA
"6273" 0.27942505 "WALKING"
"6274" 0.27942699 NA
"6275" 0.27942899 NA
"6276" 0.27943943 NA
"6277" 0.27943964 NA
"6278" 0.27944197 "WALKING_DOWNSTAIRS"
"6279" 0.27944384 NA
"6280" 0.27944885 NA
"6281" 0.27944941 NA
"6282" 0.27944946 "SITTING"
"6283" 0.27945114 NA
"6284" 0.27945229 "LAYING"
"6285" 0.27945388 "WALKING"
"6286" 0.27945458 NA
"6287" 0.27945888 NA
"6288" 0.27945901 NA
"6289" 0.27946057 NA
"6290" 0.2794617 NA
"6291" 0.27946201 NA
"6292" 0.27946244 NA
"6293" 0.27946531 NA
"6294" 0.27946711 NA
"6295" 0.27947353 NA
"6296" 0.27947615 NA
"6297" 0.27947936 NA
"6298" 0.27948051 NA
"6299" 0.27948097 NA
"6300" 0.27948497 NA
"6301" 0.27949226 NA
"6302" 0.27949435 NA
"6303" 0.27949694 NA
"6304" 0.27949731 NA
"6305" 0.27949893 NA
"6306" 0.2795014 NA
"6307" 0.27950407 "WALKING_DOWNSTAIRS"
"6308" 0.27950451 NA
"6309" 0.27950644 NA
"6310" 0.27950737 NA
"6311" 0.27950755 NA
"6312" 0.27952681 NA
"6313" 0.27952882 "WALKING_DOWNSTAIRS"
"6314" 0.27952931 NA
"6315" 0.279534 NA
"6316" 0.27953467 NA
"6317" 0.2795357 NA
"6318" 0.27953649 "STANDING"
"6319" 0.27954073 NA
"6320" 0.27954196 NA
"6321" 0.27954799 NA
"6322" 0.27955034 NA
"6323" 0.27955217 NA
"6324" 0.2795534 "WALKING"
"6325" 0.27955457 NA
"6326" 0.27955543 NA
"6327" 0.27956222 NA
"6328" 0.2795653 NA
"6329" 0.27956997 "STANDING"
"6330" 0.27957293 NA
"6331" 0.27957476 "WALKING"
"6332" 0.27957793 NA
"6333" 0.2795809 "WALKING"
"6334" 0.2795815 NA
"6335" 0.27958313 NA
"6336" 0.27958343 NA
"6337" 0.27958705 NA
"6338" 0.2795951 NA
"6339" 0.27959526 NA
"6340" 0.27959801 NA
"6341" 0.27959853 "LAYING"
"6342" 0.27959996 NA
"6343" 0.27960097 NA
"6344" 0.27960559 "LAYING"
"6345" 0.27960576 NA
"6346" 0.27960747 NA
"6347" 0.2796143 NA
"6348" 0.27961678 NA
"6349" 0.27961728 NA
"6350" 0.27961772 NA
"6351" 0.27962567 NA
"6352" 0.2796262 NA
"6353" 0.27962805 "LAYING"
"6354" 0.27962823 NA
"6355" 0.27963328 "SITTING"
"6356" 0.27963345 "STANDING"
"6357" 0.27963427 NA
"6358" 0.27963844 NA
"6359" 0.27963932 NA
"6360" 0.27964128 NA
"6361" 0.27964255 NA
"6362" 0.27964929 NA
"6363" 0.27965294 NA
"6364" 0.27965306 "WALKING"
"6365" 0.27965853 NA
"6366" 0.27965877 NA
"6367" 0.27966479 NA
"6368" 0.27966544 NA
"6369" 0.27966619 NA
"6370" 0.27966961 NA
"6371" 0.279677 NA
"6372" 0.27968086 NA
"6373" 0.27968243 NA
"6374" 0.27968394 NA
"6375" 0.27968957 NA
"6376" 0.27968988 NA
"6377" 0.27969286 NA
"6378" 0.2796929 NA
"6379" 0.27969354 NA
"6380" 0.27969369 "STANDING"
"6381" 0.27969742 NA
"6382" 0.27969764 "STANDING"
"6383" 0.27970006 NA
"6384" 0.27970111 "WALKING"
"6385" 0.27970158 NA
"6386" 0.27970801 NA
"6387" 0.27971598 NA
"6388" 0.27971673 NA
"6389" 0.27971707 "STANDING"
"6390" 0.27972481 NA
"6391" 0.27972554 NA
"6392" 0.27972586 NA
"6393" 0.2797267 NA
"6394" 0.27972834 "WALKING"
"6395" 0.27972842 NA
"6396" 0.27972876 "WALKING_UPSTAIRS"
"6397" 0.27973679 NA
"6398" 0.279739 NA
"6399" 0.27973943 NA
"6400" 0.27974046 NA
"6401" 0.27974204 NA
"6402" 0.27974586 "WALKING_UPSTAIRS"
"6403" 0.2797481 NA
"6404" 0.27974811 NA
"6405" 0.27975207 NA
"6406" 0.27976041 NA
"6407" 0.27976142 NA
"6408" 0.27976582 NA
"6409" 0.27978707 NA
"6410" 0.27979295 NA
"6411" 0.27979436 NA
"6412" 0.27979561 NA
"6413" 0.27980051 NA
"6414" 0.27980363 NA
"6415" 0.27980721 NA
"6416" 0.27980996 NA
"6417" 0.27981043 NA
"6418" 0.27981178 NA
"6419" 0.27981554 NA
"6420" 0.27981772 "WALKING_UPSTAIRS"
"6421" 0.27981969 NA
"6422" 0.27982103 "STANDING"
"6423" 0.27982712 NA
"6424" 0.27982846 "STANDING"
"6425" 0.27983265 NA
"6426" 0.27983718 NA
"6427" 0.27984652 NA
"6428" 0.27984668 NA
"6429" 0.27984725 NA
"6430" 0.27985506 NA
"6431" 0.27986105 NA
"6432" 0.27986705 NA
"6433" 0.27986791 NA
"6434" 0.27986841 NA
"6435" 0.27987048 "LAYING"
"6436" 0.27987344 NA
"6437" 0.27987382 NA
"6438" 0.27988052 "STANDING"
"6439" 0.27988595 NA
